district,category,ytd2022,ytd2021,updated
Mission,MOTOR VEHICLE THEFT,785,726,2022-10-30
Mission,RAPE,25,25,2022-10-30
Mission,ROBBERY,353,287,2022-10-30
Mission,TOTAL,4889,4512,2022-10-30
Northern,ARSON,54,33,2022-10-30
Northern,ASSAULT,257,202,2022-10-30
Northern,BURGLARY,781,1131,2022-10-30
Northern,HOMICIDE,6,5,2022-10-30
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Northern,HUMAN TRAFFICKING - SEX ACT,1,4,2022-10-30
Northern,LARCENY THEFT,5161,4554,2022-10-30
Northern,MOTOR VEHICLE THEFT,570,561,2022-10-30
Northern,RAPE,29,21,2022-10-30
Northern,ROBBERY,246,280,2022-10-30
Northern,TOTAL,7105,6791,2022-10-30
Park,ARSON,6,9,2022-10-30
Park,ASSAULT,54,59,2022-10-30
Park,BURGLARY,372,411,2022-10-30
Park,HOMICIDE,2,3,2022-10-30
Park,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Park,HUMAN TRAFFICKING - SEX ACT,0,1,2022-10-30
Park,LARCENY THEFT,1365,1470,2022-10-30
Park,MOTOR VEHICLE THEFT,260,247,2022-10-30
Park,RAPE,10,8,2022-10-30
Park,ROBBERY,43,41,2022-10-30
Park,TOTAL,2112,2249,2022-10-30
Richmond,ARSON,6,21,2022-10-30
Richmond,ASSAULT,71,67,2022-10-30
Richmond,BURGLARY,368,565,2022-10-30
Richmond,HOMICIDE,0,0,2022-10-30
Richmond,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2022-10-30
Richmond,LARCENY THEFT,2736,2539,2022-10-30
Richmond,MOTOR VEHICLE THEFT,299,315,2022-10-30
Richmond,RAPE,7,7,2022-10-30
Richmond,ROBBERY,70,98,2022-10-30
Richmond,TOTAL,3557,3612,2022-10-30
Southern,ARSON,32,32,2022-10-30
Southern,ASSAULT,292,231,2022-10-30
Southern,BURGLARY,598,711,2022-10-30
Southern,HOMICIDE,2,5,2022-10-30
Southern,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Southern,HUMAN TRAFFICKING - SEX ACT,2,3,2022-10-30
Southern,LARCENY THEFT,3429,2499,2022-10-30
Southern,MOTOR VEHICLE THEFT,471,455,2022-10-30
Southern,RAPE,32,27,2022-10-30
Southern,ROBBERY,228,184,2022-10-30
Southern,TOTAL,5086,4147,2022-10-30
Taraval,ARSON,11,14,2022-10-30
Taraval,ASSAULT,86,83,2022-10-30
Taraval,BURGLARY,437,550,2022-10-30
Taraval,HOMICIDE,2,0,2022-10-30
Taraval,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Taraval,HUMAN TRAFFICKING - SEX ACT,1,3,2022-10-30
Taraval,LARCENY THEFT,2350,1740,2022-10-30
Taraval,MOTOR VEHICLE THEFT,529,502,2022-10-30
Taraval,RAPE,6,10,2022-10-30
Taraval,ROBBERY,103,104,2022-10-30
Taraval,TOTAL,3525,3006,2022-10-30
Tenderloin,ARSON,22,17,2022-10-30
Tenderloin,ASSAULT,413,371,2022-10-30
Tenderloin,BURGLARY,168,253,2022-10-30
Tenderloin,HOMICIDE,5,10,2022-10-30
Tenderloin,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Tenderloin,HUMAN TRAFFICKING - SEX ACT,3,5,2022-10-30
Tenderloin,LARCENY THEFT,1428,988,2022-10-30
Tenderloin,MOTOR VEHICLE THEFT,176,197,2022-10-30
Tenderloin,RAPE,27,25,2022-10-30
Tenderloin,ROBBERY,295,240,2022-10-30
Tenderloin,TOTAL,2537,2106,2022-10-30
