district,category,ytd2023,ytd2022,updated
Richmond,TOTAL,3387,3156,2023-09-24
Southern,ARSON,36,28,2023-09-24
Southern,ASSAULT,260,259,2023-09-24
Southern,BURGLARY,457,554,2023-09-24
Southern,HOMICIDE,5,1,2023-09-24
Southern,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-09-24
Southern,LARCENY THEFT,2044,3112,2023-09-24
Southern,MOTOR VEHICLE THEFT,433,433,2023-09-24
Southern,RAPE,27,33,2023-09-24
Southern,ROBBERY,226,204,2023-09-24
Southern,TOTAL,3490,4626,2023-09-24
Taraval,ARSON,10,8,2023-09-24
Taraval,ASSAULT,73,73,2023-09-24
Taraval,BURGLARY,425,395,2023-09-24
Taraval,HOMICIDE,0,2,2023-09-24
Taraval,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-24
Taraval,LARCENY THEFT,2014,2042,2023-09-24
Taraval,MOTOR VEHICLE THEFT,582,461,2023-09-24
Taraval,RAPE,10,5,2023-09-24
Taraval,ROBBERY,112,96,2023-09-24
Taraval,TOTAL,3226,3083,2023-09-24
Tenderloin,ARSON,15,18,2023-09-24
Tenderloin,ASSAULT,324,376,2023-09-24
Tenderloin,BURGLARY,173,166,2023-09-24
Tenderloin,HOMICIDE,9,3,2023-09-24
Tenderloin,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-09-24
Tenderloin,LARCENY THEFT,1150,1293,2023-09-24
Tenderloin,MOTOR VEHICLE THEFT,181,151,2023-09-24
Tenderloin,RAPE,18,28,2023-09-24
Tenderloin,ROBBERY,305,269,2023-09-24
Tenderloin,TOTAL,2175,2307,2023-09-24
